username,rating,comment
b*****7,3,độ bền màu tốt công dụng tô môi nắp bị nứt 1 vết to chất son mướt bóng mịn dùng ok thử rửa nước mà vẫn giữ được lớp tint nói chung là cũng ok á
b*****7,2,công dụng dưỡng môi độ bền màu ko quá thất vọng trên hình 1màu ngoài vỏ 1màu đánh lên môi 1màu định mua để đánh đi học vì trường cấm make up mà màu ko khác gì vừa ăn tô mì đầy dầu mỡ
b*****8,5,"Độ bền màu:màu bền siêu lì nè

Sản phẩm rất đáng đồng tiền bát gạo 
Son màu siêu xinh nè"
b*****8,4,"Giao đúng màu, giao nhanh
Màu xinh, mùnh check mã rồi, chính hãng luôn
Nên mua nha mng"
b*****8,5,"Đẹp lắm nha hàng uy tín chât lượng đẹp , tuyệtttttttttttttttt"
b*****8,4,giao đúng màu giao nhanh màu xinh mùnh check mã rồi chính hãng luôn nên mua nha mng
b*****9,5,"Son thơm, mịn. Đóng gói sản phẩm chắc chắn. Giao hàng nhanh.."
b*****9,3,màu son test lên tay thì oke nhưng lúc lên môi thì như cái khó chịu nhất là mùi của son trước mình dùng thử của bạn thì có mùi socola thơm kiểu dễ chịu vị cũng hơi ngọt mà son này như fake lần đầu tiên đánh giá 3
b*****a,5,"Công dụng:đánh cho môi xinh
Độ bền màu:vừa, k lì lắm

màu son xinh, siêu thơm luôn, ship cũng nhanh, 10 đỉm"
b*****g,5,"Màu son rất đẹp
Hàng chất lượng rất tốt
Ship cũng rất nhanh!!!"
b*****g,5,Hình ảnh mang tính chất nhận xu. Hàng của shop oke mua đc giảm giá rẻ sẽ ủng hộ cho lần sau
b*****h,4,"Độ bền màu:lì tạm tạm
Công dụng:bôi môi

Màu xinh hợp vs mấy b da trắng ấy
Vs cả mùi thơm thơm"
b*****h,4,son xinh nhưng nhanh hết lắm kiểu cũng lỳ ấy nhma ko thần thánh kiểu ăn lau ko trôi đâu ạ đc cái đánh nhẹ môi
b*****h,2,bao bì 7 10 thiết kế đơn giản chắc chắn chất son 2 10 chất son bóng này thật sự rất tệ đánh lên môi hay swatch ra tay đều khác xa so với hình về mùi hương thì thất sự rất ghê như mùi nhựa đường ấy tiền nào của nấy hãng này theo mình chỉ có son kem lỳ là dùng được còn son bóng rất tệ
b*****h,3,kết cấu chất son cứ lỏng lỏng thế nào í độ bền màu lau bằng khăn giấy ướt bth thì ra luôn nè màu trên ảnh khác lắm mọi ng ạ e chụp bằng cam thường nhma ở ngoài thì xấu hơn nhìu í hai màu này đánh lên môi không khác gì thảm họa huhu chắc là do e không biêta chọn màu
b*****i,5,Dùng hãng này bị nghiện. Mềm nhẹ môi. Lên màu đẹp. Giao hàng nhanh
b*****i,5,Màu này thì khỏi chê rồi. Xinh lắm ạ. Cá nhân mình vẫn thích màu 08 trắng da hơn. Sp mới đóng gói còn nguyên seal
b*****i,5,Blackrouge thì khỏi chê rồi. Lì nhưng vẫn rất mềm môi không hề khô
b*****i,2,"Em đặt cây dâu mà shop giao cây anh đào,giao sai hàng
Cây đào thì thơm ,đánh đẹp
Còn cây anh đào thì xấu,vừa mới vặn lên  son thử là chất son k đc đặt ,son kỉu dính dính,k đẹp"
b*****i,4,mùi son rất ghê ạ hông hiểu sao chứ t đánh son vô cảm có còn có vị cay của ớt như tên gọi chili ở đầu môi ý chắc là do mùi màu lên ổn son đẹp nhìn chung okela hơi bé xíu
b*****k,5,"Chất kem mịn ,lì , mùi dâu thơm xỉu 🍓🍓🍓giữ màu tầm 4 tiếng,ăn uống sẽ trôi nha mn ,màu này nghiêng về hồng nhiều hơn đỏ 🍓"
b*****k,5,"Siêu xinh, son lên trắng da"
b*****m,5,"Hiệu ứng làm đẹp:bb
Bao bì:ghh
Mẹo:tg

San pham chất lượng lắm ạ. Nên mua nha mọi ngươi. Quá dep luon a"
b*****m,4,Làm đẹp:ok
b*****n,5,"Độ bền màu:độ bền màu khá tốt

Đóng gói rất cẩn thận, giao hàng khá nhanh,."
b*****n,5,A12 thì ko cần phải bàn nhiều. Còn được tặng cọ tán son . Tuyệt!
b*****n,1,chất son xấu không lì nhìn như hàng dùng rồi mùi không thơm
b*****o,4,"từ lâu ta chẳng cho nhau một câu hỏi chào ngày ngày em nhắn cho anh ""dạo này anh thế nào "" vài dòng tin nhắn đã lâu chẳng hồi đáp lại chờ anh đến mắt ướt nhòe mà sao anh im lặng đến thế mưa nắng của trời ai lại oán trách ai hãy mách cho tôi cách chữa lành nỗi buồn đi đến khắp nơi đâu cũng là đôi ta hạnh phúc đôi khi để lại thương đau sài gòn hôm nay mưa dường như có ai bật khóc vì nhớ người nơi chốn nào chờ một ngày người ta trở về để nói lời hứa từ lâu mà ai nỡ quên chỉ cầu mong cho mưa ngừng rơi mưa ngừng rơi anh sẽ quay về mà dường như khi mưa ngừng rơi anh cũng tan mất ngày nắng ngày mưa mà ta cùng nhau bước qua bây giờ không còn lại gì em à đành chôn vùi những tổn thương vào sâu tận đáy lòng chẳng muốn ai đào lên tự mình đào lên thôi tự mình đào lên thôi"
b*****o,4,độ bền màu ổn công dụng chét mồm màu ko giống trên ảnh lắm nhạt hơn dễ trôi như son dưỡng nhưng cx ổn nha tô đi học chắc đc
b*****o,3,màu trên môi rất khác so với hình k phải đỏ như hãng mô tả mà hồng rượu sắc tím nhiều có lẽ do môi mình hơi buồn vì chờ lâu mà lại thất vọng
b*****s,5,"Công dụng:son môi
Độ bền màu:không bền

Mình đặt sai màu nên không ưng cho lắm. Rất tiếc nhưng chất son thì khỏi bàn nha ạ"
b*****s,3,độ bền màu nhanh trôi cảm giác như mùi cồn vậy đánh bị khô môi còn dát dát
b*****s,4,k biết phải hàng chính hãng không nma lúc mở ra thấy có cái bụi bụi trắng ấy chất son cũng k thích bằng loại cũ mình mua màu lên môi khá hồng mng cân nhắc xem swatch kĩ nha
b*****u,5,Shop làm ăn uy tín giao hàng nhanh. Giao đúng sản phẩm. Sẽ ủng hộ shop dài
b*****u,3,"Hiệu ứng làm đẹp:tạo màu
Bao bì:đơn giản
Lợi ích:son có độ bóng nhẹ nhưng mình thấy màu không được đẹp như ảnh"
b*****v,4,công dụng son độ bền màu lì son đẹp nha lì bôi lên như mình bôi son dưỡng bóng mỗi tội mk đặt hơi nhầm mẫu son tý được cái hộp son xinh ghê
b*****v,2,màu trên hình shop đăng là hồng có tí cam nhưng thiên hồng lên tay vẫn có chút sắc cam nhưng lên môi mình lại thành hồng tím nhìn khá dìm da và già
b*****x,4,độ bền màu tốt xài cũng đc son lì nhưng màu bên ngoài đậm hơn trên hình nhiều mùi thơm cực như dâu tây vậy
b*****y,5,"Son màu đỏ gạch siêu xinh nhưng hơi bết dính và dễ dính ra những chỗ khác. Ahop đóng gói cẩn thận, giao nhanh"
b*****y,5,"Son có mùi thơm nhưng hơi khô
"
b.thuong123,5,"Lợi ích:danh son

Mùi thơm, hàng chuẩn auth, được tặng quà túi dâu cề cho bé"
b.yrbae,5,"Son thì khỏi bàn rồi, mình đang xài 1 cây và mua thêm cây nữa, hình ảnh mang tính chất nhận xu"
b_kbj5seym,4,Vhsjshdjebdhcjdjdncjfjbvbjdjdndbxjdkwndjhfndjdkcndbdkd
b0jjojgx5p,5,"Mua còn được tặng 1 thỏi son lì. Màu son đẹp , thỏi son lì tặng mình chưa thử nên k biết màu đeph k. Giao hàng nhanh"
b15xerazoc,1,rất không hài lòng.
b33f2omwx3,2,lâu
b48b9im3ay,1,Xấu xa xấu xí xấu đau xấu đớn .nói chung là đừng mua
b4n4milk,4,lớp đầu thì hơi chói và hong hợp da ngăm đè nhiều lớp thì màu có trầm và ánh cam
b65aa41zxq,2,màu k đúng hình thất vọng thật sự đánh lên môi bị rát như phu xăm á chê nha
b66basw4nr,1,Hàng về đóng gói mẫu mã ổn nhưg đến khi em mở ra test thì ối dồi ôi y màu hồng cánh sen nhưg nó nhạt hơn 1 tý . Màu trên ảnh khác thực tế quá shop ơi
b86cww4fkh,2,"Mở ra thì đầu cọ bị rớt trong lọ son, không sử dụng được"
b86cww4fkh,2,mở ra thì đầu cọ bị rớt trong lọ son không sử dụng được
b9ylyc9r8p,1,Đặt 303 mà shop lại giao 300 Chất son cx tạm ổn nhưng buồn vì ko đúng màu.
bach_duong_2008,3,công dụng ok độ bền màu ổn thoi k lì đau á mik xm hà linh review ms qdinh mua nma mỗi ng 1 trải nghiệm khác nha mik mua k dc giống như hl nói tại màu 303 mik thấy là màu đỏ thuần thoi í bặm nhieu thì có chút tí cam còn 304 thì đỏ chery 1 chút tím và mik k lì á ăn 1 tí thoi mà trôi gần hết lau cái là sạch banh
bachhan207,3,"Độ bền màu:rất lì

k ưng màu lắm vì hồng hơi nhìu xíu nma vì cx rẻ nên thoi k đòi họi j nhìu"
bachhuongtra,4,mng ơi luac mình mua về nó đã bị bóc ra r nhé mng k nên chọn màu này vì bí thâm kinh khủng
bachtuly,1,"Shop giao thiếu hàng (lần 2) - thiếu 1 son môi!!! Shopee mall mà chán quá, giải quyết giúp mình"
baesua25,4,"Hnay test lại nên lên đánh giá lại, cũng ok k đến nổi, sr shop vì trc đánh giá 1s"
bagokuakatsuki,5,Uê uê sản phẩm quá tốtttt chủ shop nhiệt tình cuteee xứng đáng 10 điểm
balala_moe,5,"Son đẹp . Nhưng shipper thì thật sự ko chấp nhận được. Cổng mình đóng mình chưa kịp xuống lấy, mình bảo chờ mình 2p. Lúc mình xuống thì shipper vứt qua cổng, hàng rơi ngay cạnh bãi rác của toà mình. Cái cổng cạnh cái bãi rác mà ông vứt như thế thì son còn dùng nổi ko?"
bambebu,3,công dụng son môi độ bền màu khá ít mua 2 thỏi tặng 1 thỏi nhưng bị nhầm mất 1 thỏi chót rách vỏ nên ko đổi lại
bangbangdac,4,công dụng son độ bền màu ok màu kh đc như trên ảnh ko hợp vớ da ngâm tgfdygcyvhjgfstuvjnbi
bangngo72,5,"Màu đẹp, son thơm. Yêu lắm"
bangnguyen314,1,Chất đểu. Bột. Ko tệp môi. Loang lổ ko đều màu. Mua phí tiền(hình ảnh nhận xu)
bangoai_2021,4,mẹo không biết có thể làm được gì cho nó bao bì bên cạnh đó là một cách để làm gì khi mà làm đẹp lớp m k biết có thể làm được gì cho nó sao cho nó lành bác nào có thể làm được gì đâu bạn ah mà là vì sao lại không được phép làm gì cho mệt người ta có quyền nói với mình là mình đã
bangtanboyyyyy,5,Son chất lượng mua trên shoope mall yên tâm nhưng mình dùng hidden tag s k đc xem hàng chính hãng không mà k được 
bangthien69,2,1 điểm cho shipper
banhbeo_04,5,"Màu phai nhanh, nhưng lên màu đẹp, A12 kh cần bàn ""Đừng sợ hãi vì con sẽ mất đi một ai đó. Hãy lo sợ chỉ khi con đánh mất bản thân mình để cố chiều lòng người khác.""

I Adrian Molina I

- Avatar 2: Dòng Chảy Của Nước đang chiếu tại các rạp toàn quốc."
banhchungmelam,5,Màu nào cũng đẹp hết. Cưng xỉu. Thơm nữa. Hihi
banhngotcutlon,5,"Công dụng:sOn
Độ bền màu:tôt

Garrity GM et al. (2005b)
Garrity, G.M., Bell, J.A., and Lilburn, T. ""Class III. Gammaproteobacteria class. nov."" In: D.J. Brenner, N.R. Krieg, J.T. Staley and G. M. Garrity (eds.), Bergeys Manual of Systematic Bacteriology, second edition, vol. 2 (The Proteobacteria), part B (The Gammaproteobacteri"
banvuvan937,1,rất không hài lòng.
bao_binh.0702,4,đóng gói cẩn thận giao nhanh son giao đúng loại chất lượng bt chì kẻ mày hơi khó dùng
baoanh_1112,1,rất không hài lòng.
baoanh_1901,5,màu siêu đẹp siêu mê
baoanh2506,5,"Công dụng:đánh lên môi
Độ bền màu:cũng không rõ, nhưng màu đẹp

Giao hàng nhanh, gói hàng nhìn đẹp nha"
baobanh177,1,Rất rất tệ luôn
baobaongan1,5,"Công dụng:QUét lên mỏ
Độ bền màu:7/10

Sản phẩm đóng gói kỹ , đẹp thơm chuẩn son chính hãng"
baochau0111,3,độ bền màu mau trôi công dụng không dưỡng ẩm màu r03 đẹp còn f03 thì tím lè ý xấu cực
baodyy2010,5,"Bao bì:xinh xinh

son xinh lắm luôn í nhaaaaa hợp với mọi loại da luôn í"
baoluong454,1,"Son lên môi nhớt nhớt ngọt ngọt, lần đầu tiên thấy luôn. Màu ở ngoài khác với màu trên hình. Do khui rồi nên ko trả hàng được. 😟😟😟"
baomehoa,3,"Công dụng:lm đẹp
Độ bền màu:khá tốt

Dao diện của son đẹp có mùi thơm lên mầu tốt , nhưng giao hàng khá lâu khi nhận đc thì hàng còn bị bể lắp nên e đánh giá 3 sao mong chủ shop thông cảm"
baongani_de,1,độ bền màu son bóng công dụng son bóng son bóng ko phải kem lì chê
baongoc277,4,hiệu ứng làm đẹp bling bling làm đẹp cái mỏ hỗn chòi oi chọn đúng màu mlb xing xỉu 🥰 thơm mùi trái cây lém 💗 đi hc kog sợ bị cô bắt hihi 🙊 đóng gói hơi sơ sài mua nhìu v mà tưởng đc tặng j cơ ai dè kog 😢 móp quá ktr luon huhu 😭 son mới đầu mở ra kog s về sau kog hơi s bị chảy ra í buồn ơi là buồn nè kog bt tại s luôn
baongoc64,3,công dụng đánh son độ bền màu son lì có điều nhìn son đẹp giống mẫu nhưng màu ko giống như trên hình
baongocmuahangtoanbom,4,hàng giao nhanh đúng sản phẩm chất son thì khỏi bàn rồi đẹp lắm ạ nên mua
baongocynhi2002,5,"chất lượng sản phẩm tuyệt vời, shop giao hàng đúng mẫu, thời gian giao hàng nhanh, shipper thân thiện "
baonhungocnguyen,4,"Công dụng:dưỡng ẩm cho môi

màu hơi cam cam
cx hợp với giá tiền nha
mùa đông rùi cx nên mua để dưỡng ẩm cho môi nha🤭 
shop gửi nhầm màu cho mik r nhaaaaa"
baortyh_dk,5,"A12 thì khỏi phải bàn rồi, cọ tán son cũng đẹp nữa"
baothi3186,5,"Son đẹp , màu lên ok ạ :3 giao hàng nhanh nữaa"
baotran07032018,5,"Màu son đẹp nhé, được tặng thêm cây son cũng dễ thương"
baotran1108.vn,1,rất không hài lòng.
baotran1108.vn,2,lâu
baouyennguyen2009,5,"Độ bền màu:sịnnn
Công dụng:tô môi

son thơm với xinh lắm aaa mười đỉm mải iuuu🫶🥹"
baovy56,5,"Làm đẹp:okok
Hiệu ứng làm đẹp:ok
Kinh nghiệm sử dụng:ok

Ôi màu 12 chả có j để lói thêm nựa. Sau bao nhiêu lần lựa son thì mk vẫn về vs ẻm do xài k bị khô môi"
baovydangle,5,"Độ bền màu:đẹp
Công dụng:lk

hihi cảm ơn ng đẹppp nho nhỏ này nhà trường i love you so much to the same account are playing"
baoyenkt13,4,"Công dụng:son dưỡng môi
Mùi hương:hơi hắc
Dành cho da:dễ trôi

Vì son dưỡng nên dễ trôi, đậm màu lắm nhé 🤯. Tuy nhiên dành cho mọi người muốn dưỡng màu thì khuyên lựa màu nhẹ một chút, mua màu dâu không biết son là dễ bị đậm và già đi lắm 😭💖. Cảm ơn shop 💖"
baphang10052003,5,"Bao bì:đẹp
Kinh nghiệm sử dụng:màu xinh
Lợi ích:đẹp

Giao nhanh
Giá hợp lí 
Màu xinhhh 
Đóng gói chắc chắn"
batdacdichanvcl,5,Màu son xinh hợp với mùa đông. Thỏi son cầm chắc tay thiết kế vỏ son đẹp. Sẽ ủng hộ shop tiếp
bayduy121,1,"Son check mã ko đc, mùi hơi khó chịu, Nt shop thì bảo check đc nhưng ko dc, Nt K thấy trả lời, chỉ thấy made in china"
bbluvkn,3,Do giao sai
bbyboo1310,4,rau rất lâu vì là hàng nước ngoài được cả giá rẻ còn đâu chất lượng không tốt lắm với giá này thì cũng khá ổn rồi
bchdeagho,3,"Mã giảm giá Shopee (hay còn được gọi với tên khác là mã Shopee, voucher Shopee, mã khuyến mãi Shopee...) là một đoạn ký tự được Shopee hoặc các shop bán hàng trên Shopee phát hành."
bchdoant,1,"Độ bền màu:màu xấu
Công dụng:mùi"
bchtrchanh,1,kết cấu khó chịu rất nhớt độ bền màu không tốt lắm công dụng tô son màu lên môi đẹp nhưng nó cứ dính dính bết bết tốt nhất đừng mua 🙃🙃🙃🙃
bcutiem,1,Đánh giá 1 sao vì giao thiếu hàng. Giao hàng lâu. Son dùng oke ko bàn cãi nhưng tức vì giao thiếu
bdojznthnp,1,Màu xấu lắm luôn ai da hơi ngăm bỏ qua luôn nhe
be_bi05,5,Ảnh không liên quan nhưng mà được cái son ưng hết sức đúng là son quốc dân thơm mướt mịn nha lì ạ
be_li_thoitrangnu,5,"Độ bền màu:a12

TẠI SAO CẦN DÙNG DẦU XẢ SUNSILK?

🌪 Ra gió không buộc bó, tóc rối bời
🌧️ Đi mưa chưa kịp che, tóc bết rít
☀️ Phơi nắng không che chắn, tóc khô xơ
Chỉ 1 bước gội, tóc nàng có đủ sức bảo vệ lớp dầu tự nhiên của tóc, vượt qua thách thức xơ rối?

💞 Rước ngay bộ đôi hoàn hảo Gội - Xả Sunsilk! Sunsilk Dầu Xả với công thức 2X dầu dưỡng gồm dầu Argan và dầu Trái Bơ, giúp nuôi dưỡng và cấp ẩm cho mái tóc mềm mượt, 100% không lo xơ rối. 

Chinh phục thử thách xơ rối cùng Sunsilk tại https://bit.ly/Sunsilk_GoiXaSanhDoi 
#Sunsilk #Gộixảsánhđôi #KhôngLoXơRối"
be_thao203.,5,"Sản phẩm có mùi nho nhẹ, màu mướt. Ko khô. Nói chung là 5 sao nha. Nếu sử dụng tốt thì mua lần 2 hihi"
bebechuyensi,5,Mùi như kiểu cherry ý ạ. Khá là thơm. Mềm
beduong_123,5,"Độ bền màu:tốt
Công dụng:son môi

￼Son Kem Black Rouge Air Fit Velvet Tint Ver 2 36.6g
Thơm mùi nho quá trời"
beebeer135,5,"Hàng xinh, gửi cẩn thận. Giao hàng nhanh
Cảm ơn shop nhiều 
😎😎😎😎😎😎😎😎😎😎😎😎😎😎"
beefs.,4,son thơm nhẹ dễ chịu màu đẹp gói hàng còn sơ xài ạ có một miếng chống sốc nhưng bung ra như không ấy
bekimngaan,2,giao hàng quá lâu.
bellaalan931992,5,"Công dụng:d
Độ bền màu:dd

djdjsnjsssndnsnsnsbjjsjsjshshshsbsnsbsbbsbwbsbsbbs"
bellaho2582005,4,kết cấu bôi lên hồng hồng nhma dễ trôi nói chung với giá này thì dc độ bền màu màu 202 nhìn không giống trong hình lắm
beloo_123,1,"màu xấu lắm ạ , tím tím chứ không hồng như ảnh đâu chê lắm nha huhu"
bemac123,5,Sản phẩm tuyệt vời tuôi sẽ xem xét và mua lại sản phẩm nhiều hơn
benhok1155,3,bao bì oke hiệu ứng làm đẹp tạm được màu nó ko có sáng nhiều cho lắm nếu ra ánh sáng thì nó tươi 1 chút
beptra2008,4,màu mình mua đỏ cam mà không có cam toàn hồng thôi chất son không bám môi như bóng khá ổn
bgrvxh5h4x,4,công dụng đẹp nên mua ạ
bhngl625,3,Lên màu như màu đỏ bầm vậy. Hơi thất vọng. Còn lại thì okn. Giao hàng cũng ok.
bi_pkv,2,2 khác hẳn hình minh hoạ trên hình rõ ràng là cam đào hơi pha nude một chút nhưng son mình nhận lại là màu hồng đào swatch lên tay còn có xíu cam còn lên môi đều là hồng ko hề có tí tông cam nào hết giống màu y như màu vậy thất vọng thiệt sự vì mình đã mua nhiều son ink lắm rồi 08 thì ok
bicchienn,4,công dụng siu đẹp độ bền màu son lì nha các nàng tui mua màu 04 nka nhìn ảnh hơi nhạt nma ở ngoài rất đậm luon son có mùi rất thơm và quyến rũ son rất lì và lâu trôi dành cho các nàng lười mang son theo người nka gói hàng rất kĩ
bich_lien9496,1,xem review thấy đẹp nên mua theo ko biết có phải mình ko biết cách tô ko mà nó đọng lòng môi trong khi mình dưỡng ẩm môi đầy đủ thoa xong già đi chục tuổi
bich_tram12345,5,"Công dụng:son

Màu xinh lắm lun. Sẽ mua lại lần sau nữa nữa nữa nhaaiwjwvehwu"
bich20101980,1,Shop giao sai màu làm bây giờ mình cũng chả dùng đc quá thất vọng
bich280.,5,"Màu lên đẹp,,👍👍👍"
bichchaam_htbc,4,độ bền màu son bền công dụng tán son tô son vỏ son đẹp màu xinh nhưng mà giao hàng hơi lâu
bichhuelasen0212,5,"Kinh nghiệm sử dụng:ok
Bao bì:đóng gòi kĩ, bao bì đẹp
Lợi ích:son môi

Giao hàng nhanh lắm luôn, hàng chính hãng, màu nay màu quốc dân đẹp khỏi bàn"
bichhunhhoal,5,"Lợi ích:xcvggbcd
Hiệu ứng làm đẹp:dcvh
Kinh nghiệm sử dụng:dchhjj

hgdrygcde uem và các cháu nó ướt không phải làm em buồn ngủ quá rồi em có làm sao mà em nói với em thêm một người bạn bắt cóc trẻ con đi học không có tiền thì anh sẽ không phải làm sao thì nói cho anh biết roi anh se nhan ra ngoài"
bichhuongls,1,độ bền màu không bền công dụng son son thơm nhưng chất son trôi nhanh lắm nha độ bền màu không nổi 1 sao nữa chất son nặng nề 2 màu mình mua chỉ phù hợp da trắng và phải trang điểm ko là xu không phù hợp với mặt mộc và môi thâm đâu
bichmy_123,5,"Son giữ màu lâu, lên màu đẹp, hơi khô môi."
bichngoc.ha2008,4,công dụng trang điểm cho môi độ bền màu lâu trôi chỉ trôi lớp bóng giao hàng nhanh đóng gói kỹ nhưng màu không như trên ảnh còn lại son khá mịn và mướt đánh lên môi không bị khô
bichngoc_nune,5,"Son lên màu y như hình, chất mềm mịn, mùi rất thơm, recommend nếu thích a12 mà hết thì nên mua a11 nhe mn"
bichngoc2202,5,Chất lượng sản phẩm tuyệt vời. Đóng gói sản phẩm rất đẹp và chắc chắn
bichphuong_16062001,3,độ bền màu hôi vì chị ko được bình thường nên bị đi lạc rất nhiều lần ba chị có để bảng tên và dán này làm nọ nhưng chị ko điều khiển được hành vi nên tháo mất dẫn đến ko ai biết chị ở đâu cũng may có hàng xóm thấy được nên dẫn về dùm
bichphuong091091,5,"Đã nhận dc hàng, chất son mềm mướt, mùi thơm ngọt, độ bám độ lâu trôi thì chưa trải nghiệm"
bichphuongmt2001,5,"Công dụng:son
Độ bền màu:ok

giao hàng nhanh , màu đẹp , đóng gói cẩn thận , có mã rõ ràng"
bichpro_bin,4,"Độ bền màu:oki
Công dụng:tốt

Ổn"
bichpro_bin,4,độ bền màu oki công dụng tốt ổn
bien_thuy,5,"Chưa bao giờ làm mình thất vọng, chất mềm mịn, mùi thơm, lên màu đẹp 10 điểm"
biencomay,4,cả 2 thỏi chất lượng đều ổn thỏi tint còn rất bám cơ nhưng không hợp với tông da của mình rcm bạn nào da trắng sẽ rất hợp nhé
bienthiphuongthao,1,đặt 2 thỏi mà shop giao có 1 thỏi nhắn tin thì không trả lời ý thức quá tệ👎
bigbangismy,5,"Anh shipper nhiệt tình ............. Nói chung là rất tốt cho 5 sao
Hàng đẹp "
bigsizegiaremlinh,4,#NAME?
biiminhon1234,5,Giao hàng nhanh; shop tư vấn nhiệt tình; màu đẹp ; chất son mịn
bimbim139,3,độ bền màu tạm công dụng son môi hơi thất vọng về màu son đặt hàng thì 1th mới về 🥲 son có mùi thơm
binbonbong92,5,"Công dụng:Son
Độ bền màu:ăn hoặc uống là trôi

Màu đẹp, nhưng dùng bị khô môi"
binh_tran_94,5,"Hàng đóng gói chắc chắn, trm mác đầy đủ...xìn xò...tiền nào của ấy...........quên ko chụp ảnh son dc.gửi mặt hàng mình bán"
binhbinh_2005,5,tốt. Hết sức hài lòng.
binhtnt83,1,Sao giống son bóng z Chất son tệ Mùi ghê Ko xứng đâu nha Tránh ra nha mọi nh Nắp ko đóng kín đc Chê nhìn đểu
binhvimcc,1,"mình mở ra để test màu thì như kiểu bị pha loãng ra ấy, vỏ nặng bên trong như rỗng"
binlanc,3,t
binni01001,2,công dụng son độ bền màu k tốt son k như mình nghĩ kiểu son tint thì đúng hơn
bitae_95,5,"Shop cũng nhiệt tình
Gói hàng tạm ổn
Son thì thơm mùi trái cây
Cũng khá khô môi ấy nên sd chung dưỡng môi"
bithngch,1,rất không hài lòng.
bitho164,3,công dụng djdj độ bền màu lì bdidbdjlwjsbsjdhbdmdkdjdnfbfbdgzgzdcgjlucylsluzkg
bithtrngan,1,"Tôi k nhận đc sản phẩm này, son giao thiếu trong khi tôi đã trả tiền rồi. Thật quá bực mình. Giờ ấn nhận hàng rồi thì k biết làm thế nào cả"
bitokunotsume,5,"Đóng gói ổn, màu son xinh, mình dùng giấy lau là hết, mùi thơm"
bittuyendethuongnhatquadat,5,"Quá là xinh ạ, giao hàng nhanh cục shipper thân thiện( còn đẹptrai nữa🤪mlemmlem) nói chung cực phơ phẹcc"
bjtscigp8j,1,"Son cx ok, nhưng son không lì nhanh trôi, mùi của son khá là nồng không được thơm, cảm thấy ko son ko đc lên màu như trong hình"
blackgreenkq,5,"5 sao cho chất lượng, 5 sao cho vận chuyển. Quá nhanh quá tốc độ trở tay hong kịp luôn :)) "
blue9344,5,"Màu son đẹp, trong mịn và thơm. Đây là thỏi son thứ 2 mình mua rồi á."
bluwie_pixist,2,hộp son nhìn quá cũ nắp bị chầy quá tr nắp đóng nghe tiếng két nhma màu son đẹp thơm
bm073,3,"Cây này màu đẹp nhưng lại đưa cây sài rồi ?? , Mở ra thì thấy không còn nhiều nữa, như bị cạn"
bn_cx29u1c,4,Đánh lên nó lên màu  hồng í mọi người son thơm ngọt ạ nó như mùi dâu í ạ
bngebe204,4,độ bền màu lì công dụng bóng
bnj8c51mly,5,"Beauty Profile:tốt
Benefits:tốt
Usage Experience:tốt

Sản phẩm tốt sẽ ủng hộ tiếp tôi rất hài lòng cảm ơn bạn nhiều hẹn gặp lại"
bobeou,5,Shop giaao hàng nhanh đóng gói cẩn thận sản phẩm real ạ nen em tin dùng cảm ơn shopppppppppppppppppppppp nh ạ
bocaptain_29051998.,5,"son quá đẹp
mùi dễ chịu"
bochauphmnguyn,1,"Giao lộn hàng,nhắn tin cho shop,shop không trả lời!!!!!!!!"
bochiv992,1,độ bền màu dễ trôi ko như quảng cáo
bohonggia803,1,Màu lên ko chuẩn. Ăn đc vài thìa cơm đã ko thấy son đâu r
bolenhi,2,giao hàng quá lâu.
boloanbi,1,Khô môi
bongbong123445,5,"Chất son ko phải là lì. 
Màu son gần kiểu cam đất."
bongbong275,5,"Son Black Rouge A12 là màu son nằm trong bộ sưu tập Black Rouge Ver 2 Air Fit Velvet Tint gồm 5 màu son đa dạng từ hồng, đỏ đến cam, mỗi màu son đều mang đến những sắc thái khác nhau."
bongbonggg.,5,Màu xinh tone nhẹ nhàng. Đánh mướt. Ver này chất son kphai bàn rùi nhaaaa
bongclng533,4,"Làm đẹp:cũng được
Kinh nghiệm sử dụng:lúc ăn uống xong thì son đã trôi hết rồi:((
Lợi ích:màu đẹp nha"
bongctngnguyn,1,"Thật thata vọng khi mua sản phẩm này.háo húc bao nhiêu thì thất vọng bấy nhiêu.cây son bé tẹo.màu ko đúng mô tả.đánh lên môi cảm giác như bị tê môi,cảm thấy ko an toàn.nên dùng đúng 1 lần và ném sọt rác."
bongkemm,3,son bị chảy ra
bongtuyetbac,1,công dụng h sp lên màu k đẹp đánh k mịn chất lượng sp kém vgjbvfhjgfhdf
booi2022,5,"Hàng săn sale chata lượng, gói hàng cẩn thận. Nói chung là ưng ý lắm"
booshop_vn,3,립스틱 질이 괜찮은데 j t 배달원의 태도가 진짜 안 좋아 son cũng dc nhưng nv giao hàng của j t ko ổn thái độ rất tệ
bophm921,1,"Hàng suýt đẹp, son suýt ô kê, anh ship suýt thân thiện , hàng giao suýt nhanh hơn nhiều so với các bạn có thể tham khảo thêm về việc này thì mình thấy nó cũng có"
bothyng306,1,chán shop quá son còn mấy tháng nữa là hết hạn sử dụng mà cũng gửi cho khách hàng
bpld89,5,"Son đẹp, rất đáng để mua nhen
đẹp lắm rất đáng để muaa
màu đẹp đáng để mua"
bq6bbdjjwf,1,màu 01 ko giống
